Year,File Name,Title,Citation Count,Single Labeled,Multi Labeled
2008,2008_3_8,The pros and cons of computing the h-index using Google Scholar,110,Modify  ,Modify
2008,2008_3_9,The h-index and self-citations,108,Compare  ,Compare
2008,2008_4_1,Validating research performance metrics against peer rankings,99,Use  ,Use
2008,2008_4_10,An axiomatic analysis of Egghes g-index,78,Neutral  ,Neutral
2008,2008_4_2,Is g-index better than h-index? An exploratory study at the individual level,96,Base  ,Base
2008,2008_4_3,Promise and pitfalls of extending Googles PageRank algorithm to citation networks,98,Motivate  ,Motivate
2008,2008_4_4,Harmonic allocation of authorship credit: Source-level correction of bibliometric bias assures accurate publication and citation analysis,93,Support  Compare  ,Compare
2008,2008_4_5,A ranking of journals in economics and related fields,87,Use  ,Use
2008,2008_4_6,Ranking forestry journals using the h-index,85,Modify  ,Modify
2008,2008_4_7,A rational successive g-index applied to economics departments in Ireland,82,Base  ,Base
2008,2008_4_8,The most highly cited Library and Information Science articles: Interdisciplinarity first authors and citation patterns,80,Neutral  ,Neutral
2008,2008_4_9,A quantitative analysis of indicators of scientific performance,77,Motivate  ,Motivate
2008,2008_5_1,Is multidisciplinary research more highly cited? A macrolevel study,78,Support  ,Support
2008,2008_5_10,An empirical investigation of the g?index for 26 physicists in comparison with the h?index the A?index and the R?index,71,Modify  ,Modify
2008,2008_5_2,Seven myths in bibliometrics about facts and fiction in quantitative science studies,83,Use  ,Use
2008,2008_5_3,Is the h index related to (standard) bibliometric measures and to the assessments by peers? An investigation of the h index by using molecular life sciences data,74,Compare  ,Compare
2008,2008_5_4,The influence of self-citation corrections on Egghesg index,75,Motivate  ,Motivate
2008,2008_5_5,An analysis of bibliometric indicators National Institutes of Health funding and faculty size at Association of American Medical Colleges medical schools  …,72,Motivate  ,Motivate
2008,2008_5_6,Reflections on recent developments of the h-index and h-type indices,72,Motivate  ,Motivate
2008,2008_5_7,Using the h-index for assessing single publications,72,Motivate  ,Motivate
2008,2008_5_8,Editors Comments,1036,Base  ,Base
2008,2008_5_9,Revisiting h measured on UK LIS and IR academics,70,Use  ,Use
2008,2008_6_1,The plausibility of computing the h-index of scholarly productivity and impact using reference-enhanced databases,67,Motivate  ,Motivate
2008,2008_6_10,The pros and cons of computing the h-index using Web of Science,58,Neutral  ,Neutral
2008,2008_6_2,“Publish or Perish” as citation metrics used to analyze scientific output in the humanities: International case studies in economics geography social sciences  …,72,Use  ,Use
2008,2008_6_4,Does the committee peer review select the best applicants for funding? An investigation of the selection process for two European molecular biology  …,70,Support  ,Support
2008,2008_6_5,A Google Scholar H-Index for journals: A better metric to measure journal impact in economics & business,56,Neutral  ,Neutral
2008,2008_6_6,Applying successive H indices in the institutional evaluation: a case study,57,Compare  ,Compare
2008,2008_6_7,Quantifying scholarly impact: IQp versus the Hirsch h,61,Motivate  ,Motivate
2008,2008_6_8,The $ h $-index and the number of citations: Two fuzzy integrals,58,Compare  ,Compare
2008,2008_6_9,Mathematical aspects of a new criterion for ranking scientific institutions based on the h-index,57,Neutral  ,Neutral
2008,2008_7_1,Comparison and evaluation of Chinese research performance in the field of bioinformatics,60,Support  ,Support
2008,2008_7_10,Multistep greedy algorithm identifies community structure in real-world and computer-generated networks,48,Motivate  Compare  ,Compare
2008,2008_7_2,Who was the first to use the term Pickwickian in connection with sleepy patients? History of sleep apnoea syndrome,58,Neutral  ,Neutral
2008,2008_7_3,Comparison of scientists of the Brazilian Academy of Sciences and of the National Academy of Sciences of the USA on the basis of the h-index,54,Compare  ,Compare
2008,2008_7_4,Measuring co-authorship and networking-adjusted scientific impact,52,Use  ,Use
2008,2008_7_5,Testing bibliometric indicators by their prediction of scientists promotions,52,Modify  ,Modify
2008,2008_7_6,The siege of science,50,Compare  ,Compare
2008,2008_7_7,On some new bibliometric applications of statistics related to the h-index,50,Use  ,Use
2008,2008_7_8,Self-citation can inflate h-index,53,Support  ,Support
2008,2008_7_9,A proposal for a dynamic h?type index,50,Compare  ,Compare
2008,2008_8_1,Challenges for scientometric indicators: data demining knowledge-flow measurements and diversity issues,56,Base  ,Base
2008,2008_8_10,A symmetry axiom for scientific impact indices,39,Use  ,Use
2008,2008_8_2,Reflections on the h-index,53,Neutral  ,Neutral
2008,2008_8_3,The w-index: A significant improvement of the h-index,44,Modify  ,Modify
2008,2008_8_4,Factors and indices are one thing deciding who is scholarly why they are scholarly and the relative value of their scholarship is something else entirely,44,Motivate  ,Motivate
2008,2008_8_5,Researchers9 writing competence: a bottleneck in the publication of Latin?American science?,42,Support  ,Support
2008,2008_8_6,The relationship between citations and number of downloads in Decision Support Systems,47,Neutral  ,Neutral
2008,2008_8_7,H-index in the Brazilian Academy of Sciences: comments and concerns,43,Motivate  ,Motivate
2008,2008_8_8,Quantitative trends in sponge ecology research,43,Motivate  ,Motivate
2008,2008_8_9,New organisational behaviour of public research institutions: lessons learned from Italian case study,43,Base  ,Base
2008,2008_9_1,Testing the validity of the Hirsch-index for research assessment purposes,45,Neutral  ,Neutral
2008,2008_9_10,The influence of transformations on the h?index and the g?index,30,Neutral  ,Neutral
2008,2008_9_2,Definitions of time series in citation analysis with special attention to the h-index,36,Neutral  ,Neutral
2008,2008_9_3,Institutional h-index: The performance of a new metric in the evaluation of Brazilian Psychiatric Post-graduation Programs,42,Use  ,Use
2008,2008_9_4,Properties of Hirsch-type indices: The case of library classification categories,38,Motivate  ,Motivate
2008,2008_9_5,H-trust: A robust and lightweight group reputation system for peer-to-peer desktop grid,39,Motivate  ,Motivate
2008,2008_9_6,Study of different h?indices for groups of authors,37,Base  ,Base
2008,2008_9_7,The multi-dimensionality of journal impact,35,Motivate  ,Motivate
2008,2008_9_8,Hirsch-type indices for characterizing networks,35,Support  Neutral  ,Neutral
2008,2008_9_9,Statistical search on the Semantic Web,34,Support  ,Support
2009,2009_10_1,Comparing two “thermometers”: Impact factors of 20 leading economic journals according to Journal Citation Reports and Scopus,29,Use  ,Use
2009,2009_10_10,Evaluating scientists: citations impact factor h-index online page hits and what else?,27,Compare  ,Compare
2009,2009_10_2,Assessing the quality of scientific conferences based on bibliographic citations,31,Neutral  ,Neutral
2009,2009_10_3,Bibliometric indicators of Russian Science and of the Russian Academy of Sciences (1997–2007),30,Base  Support  ,Support
2009,2009_10_4,Insights into the relationship between the h?index and self?citations,29,Use  ,Use
2009,2009_10_5,The f index: Quantifying the impact of coterminal citations on scientists ranking,32,Motivate  ,Motivate
2009,2009_10_6,Sticker shock and looming tsunami: the high cost of academic serials in perspective,33,Neutral  ,Neutral
2009,2009_10_7,Influence of individual researchers visibility on institutional impact: an example of Prathaps approach to successive h-indices,29,Support  ,Support
2009,2009_10_8,Clinical terminologies: a solution for semantic interoperability,30,Support  ,Support
2009,2009_10_9,Tobacco control: visualisation of research activity using density-equalizing mapping and scientometric benchmarking procedures,29,Motivate  ,Motivate
2009,2009_11_1,Citation entropy and research impact estimation,29,Base  Use  ,Use
2009,2009_11_10,A geometric approach to the construction of scientific impact indices,25,Modify  ,Modify
2009,2009_11_2,Mathematical derivation of the impact factor distribution,29,Neutral  ,Neutral
2009,2009_11_3,On the fairness of using relative indicators for comparing citation performance in different disciplines,30,Motivate  ,Motivate
2009,2009_11_4,International collaboration does not have greater epistemic authority,27,Compare  ,Compare
2009,2009_11_5,My h-index turns 40: my midlife crisis of impact,26,Modify  ,Modify
2009,2009_11_6,An investigation on mathematical models of the h-index,31,Neutral  ,Neutral
2009,2009_11_7,The role of the h-index and the characteristic scores and scales in testing the tail properties of scientometric distributions,33,Support  ,Support
2009,2009_11_8,The Hirsch h index in a non-mainstream area: Methodology of the behavioral sciences in Spain,25,Motivate  ,Motivate
2009,2009_11_9,Empirical series of journal h-indices: The JCR category Horticulture as a case study,25,Support  ,Support
2009,2009_12_1,Mathematical study of h-index sequences,25,Modify  ,Modify
2009,2009_12_10,A simple method for excluding self-citation from the h-index: the b-index,24,Base  ,Base
2009,2009_12_2,Assessing the scientific research productivity of a Brazilian healthcare institution: a case study at the Heart Institute of Sao Paulo Brazil,27,Motivate  ,Motivate
2009,2009_12_4,A two-dimensional approach to evaluate the scientific production of countries (case study: the basic sciences),23,Modify  ,Modify
2009,2009_12_5,Are there really two types of h index variants? A validation study by using molecular life sciences data,24,Neutral  ,Neutral
2009,2009_12_6,Research governance in academia: are there alternatives to academic rankings?,24,Support  ,Support
2009,2009_12_7,The influence of self?citation corrections and the fractionalised counting of multi?authored manuscripts on the Hirsch index,24,Base  ,Base
2009,2009_12_8,A 30-year citation analysis of bibliometric trends at the Archives of Environmental Health 1975–2004,22,Use  ,Use
2009,2009_12_9,A taxonomy of bibliometric performance indicators based on the property of consistency,24,Use  ,Use
2009,2009_13_1,Publication metrics and record of pharmacy practice chairs,25,Support  ,Support
2009,2009_13_10,Different—not just by label: research-oriented academic careers in Germany,21,Support  ,Support
2009,2009_13_2,Generalizations of Egghes g?index,22,Modify  ,Modify
2009,2009_13_3,Tsallis q-exponential describes the distribution of scientific citations—a new characterization of the impact,21,Use  ,Use
2009,2009_13_4,New seniority-independent Hirsch-type index,19,Use  ,Use
2009,2009_13_5,The intellectual foundations of education: Core journals and their impacts on scholarship and practice,24,Support  ,Support
2009,2009_13_6,The dynamic interest in topics within the biomedical scientific community,23,Base  Use  Neutral  ,Neutral
2009,2009_13_7,Citations versus limitations of citations: beyond Hirsch index,21,Base  ,Base
2009,2009_13_8,The Hirsch index in manufacturing and quality engineering,20,Neutral  ,Neutral
2009,2009_13_9,The state of environmental and resource economics: A Google Scholar perspective,23,Modify  ,Modify
2009,2009_14_1,An econometric property of the g-index,21,Modify  ,Modify
2009,2009_14_10,Measuring the influentialness of economic geographers during the great half century: an approach using the h index,19,Support  ,Support
2009,2009_14_2,Synthetic hybrid indicators based on scientific collaboration to quantify and evaluate individual research results,20,Neutral  ,Neutral
2009,2009_14_3,A new family of scientific impact measures: The generalized Kosmulski-indices,20,Modify  ,Modify
2009,2009_14_4,A citation analysis of sub-Saharan African library and information science journals using Google Scholar,21,Support  ,Support
2009,2009_14_5,Paretian publication patterns imply Paretian Hirsch index,19,Compare  ,Compare
2009,2009_14_6,Bibliometric analysis of the Korean Journal of Parasitology: measured from SCI PubMed Scopus and Synapse databases,19,Compare  ,Compare
2009,2009_14_7,Research and Trends in Computer-assisted Language Learning during 1990-2008: Results of a Citation Analysis.,22,Compare  ,Compare
2009,2009_14_8,Markets for reputation: Evidence on quality and quantity in academe,18,Support  ,Support
2009,2009_14_9,Applying the h-index in exploring bibliometric properties of elite marketing scholars,18,Compare  ,Compare
2009,2009_15_1,Sound research unimportant discoveries: research universities and formal evaluation of research in Spain,20,Support  ,Support
2009,2009_15_10,A relation between h?index and impact factor in the power?law model,18,Support  ,Support
